filename,server,serverIP,doclength,concurrency,time,compreq,failreq,tottran,htmltran,reqpersec,timeperreqall,timeperreq,transrate,type
cs736_micro_iperf.pem,cs736
getData.sh,getData.sh
small2_apache2_c_490,nginx/1.4.6,52.38.107.208,612,490,5.726,10000,0,8530000,6120000,1746.33,280.588,0.573,1454.71,small2
small2_apache2_c_50,nginx/1.4.6,52.38.107.208,612,50,24.708,10000,0,8530000,6120000,404.72,123.542,2.471,337.14,small2
small2_apache2_c_500,nginx/1.4.6,52.38.107.208,612,500,5.208,10000,0,8530000,6120000,1920.07,260.407,0.521,1599.44,small2
small2_apache2_c_510,nginx/1.4.6,52.38.107.208,612,510,5.138,10000,8,8526144,6116712,1946.15,262.056,0.514,1620.42,small2
small2_apache2_c_520,nginx/1.4.6,52.38.107.208,612,520,5.247,10000,109,8477462,6075201,1906.02,272.820,0.525,1577.95,small2
small2_apache2_c_530,nginx/1.4.6,52.38.107.208,612,530,5.366,10000,330,8370940,5984370,1863.65,284.388,0.537,1523.49,small2
small2_apache2_c_540,nginx/1.4.6,52.38.107.208,612,540,5.164,10000,288,8391184,6001632,1936.65,278.832,0.516,1586.99,small2
small2_apache2_c_550,nginx/1.4.6,52.38.107.208,612,550,6.080,10000,354,8359372,5974506,1644.73,334.402,0.608,1342.66,small2
small2_apache2_c_560,nginx/1.4.6,52.38.107.208,612,560,5.424,10000,687,8198866,5837643,1843.51,303.769,0.542,1476.04,small2
small2_apache2_c_570,nginx/1.4.6,52.38.107.208,612,570,5.391,10000,803,8142954,5789967,1855.11,307.259,0.539,1475.21,small2
small2_apache2_c_580,nginx/1.4.6,52.38.107.208,612,580,5.548,10000,780,8154040,5799420,1802.48,321.779,0.555,1435.30,small2
small2_apache2_c_590,nginx/1.4.6,52.38.107.208,612,590,5.359,10000,695,8195010,5834355,1865.94,316.195,0.536,1493.30,small2
small2_apache2_c_60,nginx/1.4.6,52.38.107.208,612,60,18.441,10000,0,8530000,6120000,542.27,110.645,1.844,451.72,small2
small2_apache2_c_600,nginx/1.4.6,52.38.107.208,612,600,5.427,10000,801,8143918,5790789,1842.57,325.632,0.543,1465.40,small2
small2_apache2_c_610,nginx/1.4.6,52.38.107.208,612,610,9.346,10000,858,8116444,5767362,1069.97,570.112,0.935,848.08,small2
small2_apache2_c_620,nginx/1.4.6,52.38.107.208,612,620,12.138,10000,40,8510720,6103560,823.85,752.562,1.214,684.72,small2
small2_apache2_c_630,nginx/1.4.6,52.38.107.208,612,630,5.436,10000,949,8072582,5729961,1839.55,342.474,0.544,1450.19,small2
small2_apache2_c_640,nginx/1.4.6,52.38.107.208,612,640,6.228,10000,812,8138616,5786268,1605.62,398.600,0.623,1276.13,small2
small2_apache2_c_650,nginx/1.4.6,52.38.107.208,612,650,5.355,10000,1042,8027756,5691738,1867.40,348.077,0.536,1463.97,small2
small2_apache2_c_660,nginx/1.4.6,52.38.107.208,612,660,5.957,10000,1031,8033058,5696259,1678.76,393.148,0.596,1316.95,small2
small2_apache2_c_670,nginx/1.4.6,52.38.107.208,612,670,5.377,10000,1421,7845078,5535969,1859.74,360.264,0.538,1424.79,small2
small2_apache2_c_680,nginx/1.4.6,52.38.107.208,612,680,5.452,10000,1244,7930392,5608716,1834.32,370.710,0.545,1420.59,small2
small2_apache2_c_690,nginx/1.4.6,52.38.107.208,612,690,5.385,10000,1123,7988714,5658447,1857.04,371.558,0.538,1448.77,small2
small2_apache2_c_70,nginx/1.4.6,52.38.107.208,612,70,18.100,10000,0,8530000,6120000,552.50,126.697,1.810,460.24,small2
small2_apache2_c_700,nginx/1.4.6,52.38.107.208,612,700,5.353,10000,790,8149220,5795310,1868.28,374.677,0.535,1486.81,small2
small2_apache2_c_710,nginx/1.4.6,52.38.107.208,612,710,6.014,10000,1468,7822424,5516652,1662.72,427.011,0.601,1270.17,small2
small2_apache2_c_720,nginx/1.4.6,52.38.107.208,612,720,6.306,10000,1724,7699032,5411436,1585.85,454.014,0.631,1192.34,small2
small2_apache2_c_730,nginx/1.4.6,52.38.107.208,612,730,5.259,10000,854,8118372,5769006,1901.32,383.943,0.526,1507.39,small2
small2_apache2_c_740,nginx/1.4.6,52.38.107.208,612,740,6.694,10000,906,8093308,5747634,1493.98,495.322,0.669,1180.78,small2
small2_apache2_c_750,nginx/1.4.6,52.38.107.208,612,750,5.810,10000,729,8178622,5820381,1721.18,435.749,0.581,1374.69,small2
small2_apache2_c_760,nginx/1.4.6,52.38.107.208,612,760,5.275,10000,920,8086560,5741880,1895.62,400.925,0.528,1496.98,small2
small2_apache2_c_770,nginx/1.4.6,52.38.107.208,612,770,5.431,10000,1527,7793986,5492403,1841.12,418.223,0.543,1401.34,small2
small2_apache2_c_780,nginx/1.4.6,52.38.107.208,612,780,5.604,10000,1230,7937140,5614470,1784.47,437.105,0.560,1383.16,small2
small2_apache2_c_790,nginx/1.4.6,52.38.107.208,612,790,5.544,10000,1248,7928464,5607072,1803.86,437.951,0.554,1396.66,small2
