medium,E52670,0.125,0.83244,0.21946408909,1235.8694,144.827210646,39.62938,22.0948288293,0.83244,0.21946408909,4616.4094,540.979993918
medium,E52676,0.125,0.57128,1.54277733377,2434.6427,357.516309314,24.09446,36.3438458321,0.57128,1.54277733377,9094.2479,1335.44794966
large,E52676,0.125,0.28532,0.199531745845,3915.3643,698.088982172,12.23888,6.62942958825,0.28532,0.199531745845,14625.262,2607.60800607
