filename,server,serverIP,doclength,concurrency,time,compreq,failreq,tottran,htmltran,reqpersec,timeperreqall,timeperreq,transrate,type
nano2_apache2_c_10,Apache/2.4.7,54.186.67.151,11510,10,21.362,10000,0,117830000,115100000,468.13,21.362,2.136,5386.68,nano2
nano2_apache2_c_100,Apache/2.4.7,54.186.67.151,11510,100,7.868,10000,0,117830000,115100000,1270.91,78.684,0.787,14624.20,nano2
nano2_apache2_c_1000,nano2
nano2_apache2_c_110,Apache/2.4.7,54.186.67.151,11510,110,17.600,10000,0,117830000,115100000,568.20,193.595,1.760,6538.14,nano2
nano2_apache2_c_120,Apache/2.4.7,54.186.67.151,11510,120,8.462,10000,0,117830000,115100000,1181.75,101.545,0.846,13598.18,nano2
nano2_apache2_c_130,Apache/2.4.7,54.186.67.151,11510,130,8.521,10000,0,117830000,115100000,1173.56,110.774,0.852,13503.92,nano2
nano2_apache2_c_140,Apache/2.4.7,54.186.67.151,11510,140,9.111,10000,0,117830000,115100000,1097.59,127.552,0.911,12629.82,nano2
nano2_apache2_c_150,Apache/2.4.7,54.186.67.151,11510,150,9.763,10000,0,117830000,115100000,1024.28,146.444,0.976,11786.26,nano2
nano2_apache2_c_160,Apache/2.4.7,54.186.67.151,11510,160,18.012,10000,0,117830000,115100000,555.19,288.187,1.801,6388.53,nano2
nano2_apache2_c_170,Apache/2.4.7,54.186.67.151,11510,170,10.095,10000,0,117830000,115100000,990.57,171.619,1.010,11398.29,nano2
nano2_apache2_c_180,Apache/2.4.7,54.186.67.151,11510,180,10.107,10000,0,117830000,115100000,989.40,181.929,1.011,11384.83,nano2
nano2_apache2_c_190,Apache/2.4.7,54.186.67.151,11510,190,9.867,10000,0,117830000,115100000,1013.45,187.479,0.987,11661.56,nano2
nano2_apache2_c_20,Apache/2.4.7,54.186.67.151,11510,20,9.683,10000,0,117830000,115100000,1032.74,19.366,0.968,11883.56,nano2
nano2_apache2_c_200,Apache/2.4.7,54.186.67.151,11510,200,17.633,10000,0,117830000,115100000,567.11,352.664,1.763,6525.66,nano2
nano2_apache2_c_210,Apache/2.4.7,54.186.67.151,11510,210,8.694,10000,0,117830000,115100000,1150.19,182.579,0.869,13235.01,nano2
nano2_apache2_c_220,Apache/2.4.7,54.186.67.151,11510,220,10.835,10000,0,117830000,115100000,922.93,238.372,1.084,10619.96,nano2
nano2_apache2_c_230,Apache/2.4.7,54.186.67.151,11510,230,10.994,10000,0,117830000,115100000,909.58,252.865,1.099,10466.34,nano2
nano2_apache2_c_240,Apache/2.4.7,54.186.67.151,11510,240,10.004,10000,0,117830000,115100000,999.60,240.095,1.000,11502.28,nano2
nano2_apache2_c_250,Apache/2.4.7,54.186.67.151,11510,250,9.489,10000,0,117830000,115100000,1053.87,237.221,0.949,12126.69,nano2
nano2_apache2_c_260,Apache/2.4.7,54.186.67.151,11510,260,8.937,10000,0,117830000,115100000,1118.97,232.356,0.894,12875.81,nano2
nano2_apache2_c_270,Apache/2.4.7,54.186.67.151,11510,270,8.986,10000,0,117830000,115100000,1112.87,242.617,0.899,12805.57,nano2
nano2_apache2_c_280,Apache/2.4.7,54.186.67.151,11510,280,9.299,10000,0,117830000,115100000,1075.37,260.376,0.930,12374.07,nano2
nano2_apache2_c_290,Apache/2.4.7,54.186.67.151,11510,290,29.440,10000,0,117830000,115100000,339.68,853.748,2.944,3908.62,nano2
nano2_apache2_c_30,Apache/2.4.7,54.186.67.151,11510,30,9.800,10000,0,117830000,115100000,1020.37,29.401,0.980,11741.28,nano2
nano2_apache2_c_300,Apache/2.4.7,54.186.67.151,11510,300,19.600,10000,0,117830000,115100000,510.20,588.001,1.960,5870.82,nano2
nano2_apache2_c_310,Apache/2.4.7,54.186.67.151,11510,310,35.613,10000,0,117830000,115100000,280.80,1103.992,3.561,3231.11,nano2
nano2_apache2_c_320,Apache/2.4.7,54.186.67.151,11510,320,23.896,10000,0,117830000,115100000,418.48,764.671,2.390,4815.39,nano2
nano2_apache2_c_330,Apache/2.4.7,54.186.67.151,11510,330,41.675,10000,0,117830000,115100000,239.95,1375.280,4.168,2761.08,nano2
nano2_apache2_c_340,Apache/2.4.7,54.186.67.151,11510,340,21.604,10000,0,117830000,115100000,462.89,734.523,2.160,5326.34,nano2
nano2_apache2_c_350,Apache/2.4.7,54.186.67.151,11510,350,11.260,10000,0,117830000,115100000,888.09,394.106,1.126,10219.07,nano2
nano2_apache2_c_360,Apache/2.4.7,54.186.67.151,11510,360,10.765,10000,0,117830000,115100000,928.95,387.532,1.076,10689.33,nano2
nano2_apache2_c_370,Apache/2.4.7,54.186.67.151,11510,370,10.777,10000,0,117830000,115100000,927.87,398.762,1.078,10676.86,nano2
nano2_apache2_c_380,Apache/2.4.7,54.186.67.151,11510,380,9.840,10000,0,117830000,115100000,1016.30,373.904,0.984,11694.43,nano2
nano2_apache2_c_390,Apache/2.4.7,54.186.67.151,11510,390,10.230,10000,0,117830000,115100000,977.49,398.983,1.023,11247.77,nano2
nano2_apache2_c_40,Apache/2.4.7,54.186.67.151,11510,40,19.170,10000,0,117830000,115100000,521.64,76.681,1.917,6002.44,nano2
nano2_apache2_c_400,Apache/2.4.7,54.186.67.151,11510,400,9.387,10000,0,117830000,115100000,1065.32,375.473,0.939,12258.51,nano2
nano2_apache2_c_410,Apache/2.4.7,54.186.67.151,11510,410,12.476,10000,0,117830000,115100000,801.54,511.512,1.248,9223.24,nano2
nano2_apache2_c_420,Apache/2.4.7,54.186.67.151,11510,420,11.462,10000,0,117830000,115100000,872.45,481.401,1.146,10039.18,nano2
nano2_apache2_c_430,Apache/2.4.7,54.186.67.151,11510,430,24.042,10000,0,117830000,115100000,415.94,1033.796,2.404,4786.19,nano2
nano2_apache2_c_440,Apache/2.4.7,54.186.67.151,11510,440,11.002,10000,0,117830000,115100000,908.96,484.070,1.100,10459.25,nano2
nano2_apache2_c_450,Apache/2.4.7,54.186.67.151,11510,450,10.574,10000,0,117830000,115100000,945.73,475.823,1.057,10882.35,nano2
nano2_apache2_c_460,Apache/2.4.7,54.186.67.151,11510,460,10.857,10000,0,117830000,115100000,921.11,499.400,1.086,10599.02,nano2
nano2_apache2_c_470,Apache/2.4.7,54.186.67.151,11510,470,10.269,10000,0,117830000,115100000,973.76,482.665,1.027,11204.91,nano2
nano2_apache2_c_480,Apache/2.4.7,54.186.67.151,11510,480,11.869,10000,0,117830000,115100000,842.51,569.728,1.187,9694.59,nano2
nano2_apache2_c_490,Apache/2.4.7,54.186.67.151,11510,490,11.123,10000,0,117830000,115100000,899.04,545.028,1.112,10345.06,nano2
nano2_apache2_c_50,Apache/2.4.7,54.186.67.151,11510,50,8.093,10000,0,117830000,115100000,1235.68,40.463,0.809,14218.81,nano2
nano2_apache2_c_500,Apache/2.4.7,54.186.67.151,11510,500,21.453,10000,0,117830000,115100000,466.14,1072.649,2.145,5363.75,nano2
nano2_apache2_c_510,Apache/2.4.7,54.186.67.151,11510,510,61.642,10000,0,117830000,115100000,162.23,3143.725,6.164,1866.73,nano2
nano2_apache2_c_520,nano2
nano2_apache2_c_530,nano2
nano2_apache2_c_540,nano2
nano2_apache2_c_550,nano2
nano2_apache2_c_560,nano2
nano2_apache2_c_570,nano2
nano2_apache2_c_580,nano2
nano2_apache2_c_590,Apache/2.4.7,54.186.67.151,11510,590,84.433,10000,0,117830000,115100000,118.44,4981.563,8.443,1362.83,nano2
nano2_apache2_c_60,Apache/2.4.7,54.186.67.151,11510,60,9.864,10000,0,117830000,115100000,1013.77,59.185,0.986,11665.33,nano2
nano2_apache2_c_600,nano2
nano2_apache2_c_610,nano2
nano2_apache2_c_620,nano2
nano2_apache2_c_630,nano2
nano2_apache2_c_640,nano2
nano2_apache2_c_650,Apache/2.4.7,54.186.67.151,11510,650,9.369,10000,0,117830000,115100000,1067.38,608.968,0.937,12282.16,nano2
nano2_apache2_c_660,Apache/2.4.7,54.186.67.151,11510,660,9.707,10000,0,117830000,115100000,1030.19,640.657,0.971,11854.25,nano2
nano2_apache2_c_670,Apache/2.4.7,54.186.67.151,11510,670,52.226,10000,0,117830000,115100000,191.47,3499.154,5.223,2203.27,nano2
nano2_apache2_c_680,nano2
nano2_apache2_c_690,nano2
nano2_apache2_c_70,Apache/2.4.7,54.186.67.151,11510,70,9.252,10000,0,117830000,115100000,1080.86,64.763,0.925,12437.23,nano2
nano2_apache2_c_700,nano2
nano2_apache2_c_710,nano2
nano2_apache2_c_720,Apache/2.4.7,54.186.67.151,11510,720,22.832,10000,0,117830000,115100000,437.98,1643.919,2.283,5039.74,nano2
nano2_apache2_c_730,Apache/2.4.7,54.186.67.151,11510,730,23.247,10000,0,117830000,115100000,430.16,1697.033,2.325,4949.81,nano2
nano2_apache2_c_740,Apache/2.4.7,54.186.67.151,11510,740,20.256,10000,0,117830000,115100000,493.68,1498.954,2.026,5680.67,nano2
nano2_apache2_c_750,Apache/2.4.7,54.186.67.151,11510,750,22.427,10000,0,117830000,115100000,445.88,1682.061,2.243,5130.69,nano2
nano2_apache2_c_760,Apache/2.4.7,54.186.67.151,11510,760,41.532,10000,0,117830000,115100000,240.78,3156.447,4.153,2770.58,nano2
nano2_apache2_c_770,nano2
nano2_apache2_c_780,nano2
nano2_apache2_c_790,nano2
nano2_apache2_c_80,Apache/2.4.7,54.186.67.151,11510,80,8.527,10000,0,117830000,115100000,1172.79,68.214,0.853,13495.06,nano2
nano2_apache2_c_800,nano2
nano2_apache2_c_810,nano2
nano2_apache2_c_820,nano2
