filename,server,serverIP,doclength,concurrency,time,compreq,failreq,tottran,htmltran,reqpersec,timeperreqall,timeperreq,transrate,type
nano3_apache2_c_10,Apache/2.4.7,54.186.197.35,11510,10,180.076,10000,0,117830000,115100000,55.53,180.076,18.008,639.00,nano3
nano3_apache2_c_100,Apache/2.4.7,54.186.197.35,11510,100,15.974,10000,0,117830000,115100000,626.00,159.745,1.597,7203.26,nano3
nano3_apache2_c_1000,nano3
nano3_apache2_c_110,Apache/2.4.7,54.186.197.35,11510,110,31.545,10000,0,117830000,115100000,317.01,346.996,3.155,3647.74,nano3
nano3_apache2_c_120,Apache/2.4.7,54.186.197.35,11510,120,15.864,10000,0,117830000,115100000,630.37,190.366,1.586,7253.52,nano3
nano3_apache2_c_130,Apache/2.4.7,54.186.197.35,11510,130,16.047,10000,0,117830000,115100000,623.19,208.605,1.605,7170.92,nano3
nano3_apache2_c_140,Apache/2.4.7,54.186.197.35,11510,140,33.806,10000,0,117830000,115100000,295.80,473.291,3.381,3403.74,nano3
nano3_apache2_c_150,Apache/2.4.7,54.186.197.35,11510,150,13.600,10000,0,117830000,115100000,735.30,203.999,1.360,8460.96,nano3
nano3_apache2_c_160,Apache/2.4.7,54.186.197.35,11510,160,15.768,10000,0,117830000,115100000,634.18,252.293,1.577,7297.43,nano3
nano3_apache2_c_170,Apache/2.4.7,54.186.197.35,11510,170,29.868,10000,0,117830000,115100000,334.81,507.753,2.987,3852.59,nano3
nano3_apache2_c_180,Apache/2.4.7,54.186.197.35,11510,180,18.145,10000,0,117830000,115100000,551.10,326.617,1.815,6341.46,nano3
nano3_apache2_c_190,Apache/2.4.7,54.186.197.35,11510,190,16.350,10000,0,117830000,115100000,611.62,310.650,1.635,7037.83,nano3
nano3_apache2_c_20,Apache/2.4.7,54.186.197.35,11510,20,112.002,10000,0,117830000,115100000,89.28,224.004,11.200,1027.38,nano3
nano3_apache2_c_200,Apache/2.4.7,54.186.197.35,11510,200,15.203,10000,0,117830000,115100000,657.76,304.061,1.520,7568.77,nano3
nano3_apache2_c_210,Apache/2.4.7,54.186.197.35,11510,210,38.360,10000,0,117830000,115100000,260.69,805.568,3.836,2999.67,nano3
nano3_apache2_c_220,Apache/2.4.7,54.186.197.35,11510,220,10.868,10000,0,117830000,115100000,920.09,239.106,1.087,10587.38,nano3
nano3_apache2_c_230,Apache/2.4.7,54.186.197.35,11510,230,16.248,10000,0,117830000,115100000,615.45,373.712,1.625,7081.84,nano3
nano3_apache2_c_240,Apache/2.4.7,54.186.197.35,11510,240,33.685,10000,0,117830000,115100000,296.87,808.444,3.369,3416.00,nano3
nano3_apache2_c_250,Apache/2.4.7,54.186.197.35,11510,250,15.456,10000,0,117830000,115100000,646.98,386.412,1.546,7444.66,nano3
nano3_apache2_c_260,Apache/2.4.7,54.186.197.35,11510,260,16.382,10000,0,117830000,115100000,610.42,425.934,1.638,7024.04,nano3
nano3_apache2_c_270,Apache/2.4.7,54.186.197.35,11510,270,16.257,10000,0,117830000,115100000,615.14,438.927,1.626,7078.28,nano3
nano3_apache2_c_280,Apache/2.4.7,54.186.197.35,11510,280,17.365,10000,0,117830000,115100000,575.86,486.232,1.737,6626.29,nano3
nano3_apache2_c_290,Apache/2.4.7,54.186.197.35,11510,290,16.612,10000,0,117830000,115100000,601.96,481.760,1.661,6926.65,nano3
