1,34.658684,,,Label
2,34.616284,,X-axis,Trial Number
3,26.88743,,Y-axis,Time Taken(seconds)
4,23.019586,,,
5,23.15492,,,
6,23.049319,,,
7,23.040179,,,
8,23.028702,,,
9,22.980302,,,
10,23.212634,,,
11,23.024766,,,
12,23.078198,,,
13,23.029329,,,
14,23.033404,,,
15,23.072966,,,
16,30.760164,,,
17,34.691051,,,
18,34.694399,,,
19,34.546848,,,
20,34.603953,,,
21,34.61864,,,
22,34.684225,,,
23,34.68808,,,
24,34.646178,,,
25,34.602982,,,
26,34.671923,,,
27,34.769689,,,
28,34.544966,,,
29,34.621863,,,
30,34.75502,,,
31,34.664141,,,
32,34.597674,,,
33,34.663834,,,
34,34.614577,,,
35,34.598677,,,
36,34.765991,,,
37,34.630471,,,
38,34.702022,,,
39,34.738926,,,
40,34.611543,,,
41,34.668064,,,
42,34.678631,,,
43,34.633884,,,
44,34.720036,,,
45,34.766852,,,
46,34.570418,,,
47,34.612535,,,
48,34.801764,,,
49,34.692859,,,
50,34.2665,,,
51,27.718342,,,
52,27.651279,,,
53,27.684277,,,
54,27.657496,,,
55,27.7765,,,
56,27.812852,,,
57,27.803622,,,
58,27.882633,,,
59,27.707767,,,
60,27.762749,,,
61,29.595818,,,
62,34.771638,,,
63,34.795117,,,
64,34.706722,,,
65,34.812441,,,
66,34.987225,,,
67,34.664995,,,
68,34.696387,,,
69,34.628027,,,
70,35.050467,,,
71,34.808049,,,
72,34.617681,,,
73,34.423085,,,
74,34.570624,,,
75,34.745847,,,
76,34.78962,,,
77,34.79252,,,
78,34.698001,,,
79,34.860281,,,
80,34.73213,,,
81,34.738894,,,
82,34.772042,,,
83,34.732328,,,
84,34.680323,,,
85,34.64219,,,
86,34.626602,,,
87,34.712039,,,
88,34.659578,,,
89,34.826322,,,
90,34.704191,,,
91,34.823035,,,
92,34.896872,,,
93,34.708089,,,
94,34.942129,,,
95,34.681613,,,
96,29.729694,,,
97,27.668415,,,
98,27.855276,,,
99,27.742605,,,
100,27.723946,,,
101,27.670998,,,
102,27.91453,,,
103,27.835347,,,
104,27.690694,,,
105,27.746028,,,
106,27.922859,,,
107,34.194505,,,
108,34.727013,,,
109,34.833058,,,
110,34.85382,,,
111,34.890605,,,
112,34.711996,,,
113,34.707813,,,
114,34.735705,,,
115,34.768608,,,
116,34.645733,,,
117,34.676141,,,
118,34.69579,,,
119,34.815765,,,
120,34.735947,,,
121,34.803018,,,
122,34.547457,,,
123,34.650095,,,
124,34.776614,,,
125,34.679542,,,
126,34.571323,,,
127,34.67565,,,
128,34.616833,,,
129,34.645818,,,
130,34.619121,,,
131,34.605975,,,
132,34.633522,,,
133,34.666311,,,
134,34.647854,,,
135,34.605536,,,
136,34.798961,,,
137,34.705255,,,
138,34.66533,,,
139,34.675397,,,
140,34.722523,,,
141,32.122058,,,
142,27.587394,,,
143,27.699732,,,
144,27.631912,,,
145,27.912268,,,
146,27.826106,,,
147,27.685636,,,
148,27.712486,,,
149,27.705784,,,
150,27.708192,,,
151,27.675389,,,
152,31.178426,,,
153,34.383114,,,
154,34.520154,,,
155,34.632369,,,
