0.1,17,15.6,,Cu,4
0.2,17.8,16.5,,,
0.3,14.5,13.5,,,
0.4,14.9,14.5,,,
0.5,10.8,9.9,,,
0.6,25.5,0,,,
0.7,30.1,0,,,
0.8,26.7,0,,,
0.9,19.8,0,,,
1,34.5,0,,,
